word,clue
ent,Fighter in the fictional Battle of Isengard
seered,Fume
dcups,Large parts of some support systems?
etches,Makes a good impression?
etudes,Piano school assignments
endo,Inner: Prefix
sober,What designated drivers should be
oates,Hall's partner
alephs,Hebrew leaders
yentas,Gossipy types
dealt,Handed out
pager,"""On call"" device"
weans,Helps off a dependency
twos,Duos
itmay,"""Be that as ___ ..."""
steeds,Mounts
deign,Lower oneself
ped,"Walker, briefly"
harpy,Mythical bird-woman
stroked,Caressed
bed,Pickup truck feature
toned,Opposite of flabby
sewer,Valjean's hideout
choral,Beethoven's ___ Symphony
amass,Accumulate
xer,Gen ___ (child of a 29-Across)
seen,Spotted
eden,Starting point
memoirs,Autobiographies
ens,Half-inch stripe wearer: Abbr.
dies,Conks out
emo,Comedian Philips
antic,Playful trick
uses,Brings into play
defoe,"Daniel who wrote ""Robinson Crusoe"""
ena,Granddaughter of Queen Victoria
lessens,Moderates
urls,Web addresses
stuffed,Like some peppers and ballot boxes
elis,Yale students
lemons,Mouth puckerers
amity,Friendliness
demo,"Tear down, in real-estate lingo"
ians,Christ's following?
lips,Mouth pieces
hal,Shakespearean prince
pods,Miniature sci-fi vehicles
antiwar,Kind of protest
tees,Casual tops
treys,Low cards
danger,What red may mean
ukes,"Hawaiian strings, informally"
ene,Vane dir.
anted,Put chips in up front
owed,"Was behind, in a way"
las,Article in El Pais
sexy,Erotic
embryo,Early stage
emerges,Comes out of hiding
calfs,___-foot jelly
sams,___ Club
scats,Sings like Torme
saner,Having more reason
gloms,Latches (onto)
encl,"Env. within an env., perhaps"
mends,"Tapes, maybe"
tars,Punishes in an old way
oval,"Rose Bowl, e.g."
abombs,Causes of Bikini blasts
sissy,Pantywaist
belays,"Fastens, nautically"
lps,Obsolescent disks
slays,Leaves rolling in the aisles
resents,Minds
imacs,Many people surf on them
inert,Stationary
dads,Pops
eeny,Start of a count
messrs,Letter abbr.
sydney,State capital near Bondi Beach
bassos,Some singing villains
tsetses,Lion tormentors
nerds,The socially lost
candles,Birthday party items
otis,Milo's title partner in a 1989 film
xray,Revealer of the inner self?
tips,Loses verticality
regal,"___ Cinemas, second-largest theater chain in the U.S."
stereos,Musical equipment
aries,Start of a new year
weedy,Like unkept yards
dogs,"Feet, slangily"
fauxpas,Social gaffe
screen,Drive-in feature
intr,Like some verbs: Abbr.
excites,Winds up
ally,Unionize
dell,Valley
iris,Showy flower
truer,More aligned
tons,Scads
bigben,London landmark
pansy,"Johnny-jump-up, e.g."
desert,Roughly a third of the earth's land surface
eons,Eternities
yips,Kennel noises
rhesus,Kind of monkey
oas,Alliance formed 4/30/48: Abbr.
hal,"Computer in ""2001"""
betray,Sell out
undoes,Reverses
paces,Treasure map distances
tonal,Carrying a key?
ogles,Looks at lustfully
vips,"Some line cutters, in brief"
risky,"Like going all in, maybe"
mitts,Pitchers' gloves
maams,Forms of address
adopter,Parent by choice
enoch,"""___ Arden"""
naive,Simple
ops,Photo ___
tutor,"Aristotle, to Alexander the Great"
mantles,Cloaks
encore,"""One more time!"""
etcher,"Durer, for one"
ones,Kind of place for the summer?
sumos,Some wrestlers
yaxis,Part of a plane
noels,End-of-year numbers
chums,Cronies
emend,Free from faults
flimsy,Like some excuses
leper,Outcast
mulder,Fox on Fox
reran,Printed over
setter,Gun dog
arecas,Betel nut producers
asked,Sought answers
amoebas,Things on the small slide?
pastor,One who may marry repeatedly
tees,Driver's needs
savoy,Last royal house of Italy
feed,Rancher's purchase
dory,Fishing site
tales,Spun things
ladles,They can dish it out
mcs,Game show V.I.P.'s
bones,Tomb raider's find
poles,___ apart
encase,Box
rxs,Just what the doc ordered?
ets,"Coneheads, e.g., for short"
ding,Little dent
amorous,Ready for romance
resell,"Flip, as a property"
itches,Yens
deeds,Monopoly stack
endow,Provide with funds
ager,Ripening agent
yuks,Hardy-har-hars
docs,"Entries in two Oscar categories, slangily"
ssts,Concordes et al.
ref,"Ring figure, familiarly"
entry,Admittance
presto,On the double
spaced,At regular intervals
alden,"""The Courtship of Miles Standish"" character"
king,Hopper around a board
intern,Apprentice
cbs,"""All in the Family"" network"
oner,Lollapalooza
neal,"""Hud"" star"
bias,A.C.L.U. target
dress,Slip cover
ices,Locks up
trial,"Setting for much of ""My Cousin Vinny"""
news,"The first ""N"" of CNN"
irons,Steam items
snagged,Caught
elation,Seventh heaven
ass,Dumbhead
pre,Historic beginning
tes,Parisian possessive
teutons,Old Germans
viral,Like some diseases
remaps,Updates an atlas
reefers,Pot containers
shores,Patrol boats patrol them
oboes,They're found among the reeds
sexy,"Risque, say"
diced,Chopped up
stared,Looked wide-eyed
imin,Comment after looking at one's cards
ods,"Takes too many tranqs, say"
mris,3-D tests
crass,Vulgar
sony,Walkman maker
raver,Lunatic
odor,Unpleasant aura
hates,Loathes
ossify,Become hardened
mets,"Citi Field team, starting in 2009"
coined,Original
neils,Diamond and others
yser,Belgian river
inlay,Furniture decoration
anneal,"Temper, as metal"
sexes,Sides in a classic battle
twas,"""___ the night before Christmas ..."""
nos,Rejection after rejection?
emit,Give off
afts,"Times before eves, in ads"
until,Innocent ___ proven guilty
fazes,Rattles
atlases,They have scales
roamers,Gadabouts
stasis,Stoppage
romps,Easy wins
dish,Signal receiver
tongs,Cube holders
cfos,Corp. money managers
uni,Prefix with cycle
mired,Bogged down
beatty,"""Bulworth"" star"
newels,Uprights on staircases
calls,They're often screened
abhor,Hate
class,Phylum subdivision
mds,Rx writers
preyer,Wolf or shark
evener,Less bumpy
lass,Subject of many a Burns ballad
gins,Cotton processors
harmed,Impaired
laced,Corsetlike
renee,Racket-raising Richards
sony,Hitachi competitor
por,___ ejemplo
ears,Jug___
sterner,Less lenient
doctor,Strangelove or Kildare
paws,"Rover's ""hands"""
eleanor,"___ of Aquitaine, Henry II's wife"
trusty,TRUE
eer,Poetic adverb
looters,They take stock during an emergency
scads,Oodles
agas,Turkish V.I.P.'s
used,Like most yard sale goods
estes,Photorealist painter Richard
defy,Challenge
sensen,Freshener since the 1890s
serfs,Lord's workers
unmet,Not satisfied
myers,"Mike of ""Wayne's World"""
slues,Twists about an axis
sears,Anchor store at many malls
toes,Web site?
omen,"Full moon or dark clouds, maybe"
trashy,Extremely lowbrow
many,Lots of
amos,8th-century B.C. preacher
ets,"Sci-fi villains, for short"
open,Ready for business
sons,George H. W. Bush had four
emotion,Feeling
implies,Hints at
under,Completely anesthetized
need,Penury
ivs,Med. drips
rotten,No-good
amy,A Vanderbilt
reaper,Worker with a scythe
agley,"Errant, to Burns"
eegs,Dr.'s orders
memos,Notes
rotted,Spoiled
edames,"""My Cup Runneth Over"" singer"
braes,Scottish hillsides
oral,Rev. Roberts
hotels,Monopoly purchases
rest,Loll
sleds,Winter Olympics equipment
spades,Some cards
sty,"Dump, so to speak"
bailey,Defensive wall around an outer court of a castle
giants,San Francisco nine
sews,Uses a Singer
tens,Kind of column
hems,Borders of skirts
emu,Bird with a potent kick
yemen,Red Sea republic
toss,Eighty-six
estees,Lauder et al.
ennui,Lassitude
lumpy,Like most oatmeal
reissue,"Bing Crosby's ""White Christmas,"" again and again"
daffy,Off the wall
oakley,36-Across surname
imet,"""___a man who wasn't there"""
taos,New Mexico skiing locale
slues,Turns
ecus,Continental money
ogees,Some molding profiles
tabs,Tome markers
ekes,Squeezes (by)
inch,"Diameter of a quarter, roughly"
laos,Myanmar neighbor
potpies,Entrees from the frozen food department
arabs,Ishmael's people
oms,Meditation sounds
aminor,"Key of Beethoven's ""Fur Elise"""
dryer,Clothesline alternative
imply,Suggest
acs,"Coolers, for short"
rego,"___ Park, N.Y."
mas,Moms
emden,North Sea port
debs,Girls with coming-out parties
edasner,"One of the voices in ""Up"""
vichy,French spa locale
sway,Influence
enid,Phillips University site
gamers,"Call of Duty fans, e.g."
disbar,Keep from practicing
pier,Fishing site
ster,Suffix with road or speed
napped,Snoozed
elder,Pliny the ___
yoked,On the team?
imet,"""___ a man with seven wives"""
casting,"With 146-Across, what the center of this puzzle is doing during a 125-Across"
qed,Letters of triumph
tribal,Like some chiefs
ted,"Pal of Marshall, Lily, Robin and Barney on ""How I Met Your Mother"""
wallops,Not just 67-Down
okay,Initial
spiral,Standard pass
skins,Injures slightly
les,CBS's Moonves
smelled,Was obviously not legit
reeves,"""Speed"" actor"
ests,Proposal figs.
weary,Pooped
nays,Votes against
frills,Gimcrackery
tomcats,"Womanizers, slangily"
wigs,Bald people may wear them
oven,Pizza place
reese,Candy manufacturer Harry
denser,"Harder to follow, as prose"
risky,Not secure
refer,Make allusions (to)
pipers,"Piccolo players, e.g."
ovens,Places for racks
ren,"O-___ (""Kill Bill"" role)"
hedy,Actress Lamarr
briny,Sea
emote,Not play subtly
drains,Places for plugs
bangs,Mamie's hairdo
idas,Mrs. McKinley and others
focal,Primary
ural,Caspian Sea feeder
drops,Bits of rain or dew
pals,"Laverne and Shirley, e.g."
elites,Beaux mondes
teases,Tempts
imelda,Staunton of Harry Potter movies
anos,Periods containing 2-Downs
aced,Served well
chris,Rock of comedy
ided,"Fingered, briefly"
spring,"Oasis, often"
navy,Shade of blue
els,Some people movers
ears,Auricles
tykes,Rug rats
msgs,"Texts, e.g.: Abbr."
oates,Writer Joyce Carol ___
blues,What King was king of
elks,Antlered animals
trots,Brisk paces
delmar,San Diego County beach town
entrap,Lure into lawbreaking
neons,Glowing signs
palmer,Apt surname for a close-up magician?
olds,Ninety Eight maker
diners,Folks working on courses?
ames,Home of the Big 12's Cyclones
colts,Some six-shooters
fazed,Disconcerted
boss,Head honcho
ttops,Features on some 'Vettes
pegs,Cribbage score keepers
ken,Burns in film
sleds,Coasts
error,Miscue
ass,"The law, to Mr. Bumble"
nasal,"""m"" or ""n,"" in phonetics"
reset,Change to 000
nono,Taboo
ams,Pro-___
ogden,City south of Brigham City
opts,Takes a course
inky,Black
masters,Augusta golf tourney
riatas,Lariats
inaway,Somewhat
savants,They're brilliant
ivs,They're often stuck in the I.C.U.
pas,Faux ___
plus,Besides
hive,Queen's residence
oxen,Plow beasts
aided,Gave a hand to
ken,Scope
joads,Steinbeck family
zed,See 44-Across
sprees,Occasions that might lead to buyer's remorse
eats,Vittles
hammy,Overacted
offed,Rubbed out
shahs,Persian potentates
triads,Some musical chords
inbed,Sacked out
foes,Opposing forces
sailed,Took out the junk?
oars,Propulsion gear
eminem,"Record of the Year Grammy nominee for ""Lose Yourself"""
reapers,Harvesting team
ferns,Flowerless plants
retell,"Pass on, as stories"
lender,Money broker
bay,See 7-Across
oss,"""Cloak and Dagger"" org."
miss,Oversight
tass,Source for Pravda
pass,Mountain route
gems,They have their settings
levy,Impose
poses,Struck things
inice,"Like beverages at a picnic, often"
cooing,Whispering sweet nothings
eely,Tough to grasp
enos,Genesis grandson
leis,Gifts that are usually scented
incept,Receive as a member
inert,Not moving
seacows,Dugongs
elegy,Words of farewell
gals,Guys' mates
badly,Ill
masts,Yawl's pair
ninos,Young hijos
nos,Directory listings: Abbr.
swigs,Belts
other,None of the above
abes,Two of them make a sawbuck
airs,Puts on ... or things put on
forages,Seeks food
reo,Early touring car
dived,Went scubaing
trial,"Central event in 1960's ""Inherit the Wind"""
ewer,Porcelain piece
outlay,Spending
emo,Popular music style
meals,Board
alloy,"Cupronickel, e.g."
une,"Magritte's ""Ceci n'est pas ___ pipe"""
nouns,"Subjects, say"
amis,"""House of Meetings"" novelist, 2006"
fries,Part of a Happy Meal
reese,"""Don't You Know"" songstress"
queen,"""Bohemian Rhapsody"" band"
antis,Those opposed
scooter,Child's wheels
acer,Taiwanese computer maker
ewoks,Space race?
reba,1968 million-selling country album
tangy,Having a bite
senor,"Mister, down south"
oaters,Horse operas
sgts,Company leaders: Abbr.
sprites,Robin Goodfellow and others
vibes,Lionel Hampton's instrument
olsen,Johnson's vaudeville partner
retape,"Do again, as a radio bit"
ecrus,Hosiery shades
fronds,Fans of pharaohs?
reads,Examines a passage
glen,Arizona's ___ Canyon Dam
abed,Still sleeping
elal,Israeli airline
spots,Leopard features
reed,Saxophone part
nicer,More upscale
opts,___ out (withdraws)
creaky,Like some stairs
voters,Ones not abstaining
aden,Gulf port
snared,Caught
nerts,"""Shoot!"""
ruer,One having second thoughts
pacts,"SALT I and II, e.g."
seered,Become enraged
imaged,Made an MRI picture
molts,Sheds
ifs,Conditions
toy,Cracker Jack bonus
etal,Bibliographical abbr.
meyer,Industrialist Guggenheim
roses,Derby prize
uveas,Peeper parts
coots,Codgers
open,Free of defenders
gals,"Half of square dance participants, typically"
corny,"Unsophisticated, as humor"
ned,Actor Beatty
impala,African antelope
iman,Model married to David Bowie
rugs,Items that are piled
repast,"Table, so to speak"
etal,Series finale
whips,Defeats handily
prior,Rap sheet listing
hiatus,Temporary gap
ones,Certain column
chaps,Rodeo wear
tudor,Elizabeth I was the last one
tps,"Decorates with bathroom tissue, as in a Halloween prank"
dekes,Hockey feints
slimier,More like a slug
sols,Peruvian money
essen,Big Bertha's birthplace
overlie,Blanket
turtles,Animals symbolizing the universe in Chinese culture
rdas,Vitamin label amts.
heroes,"Lifesavers, say"
pacify,Appease
tory,"David Cameron, e.g."
sitby,Not get involved
relive,Experience again
lester,News anchor Holt
ornery,Stubborn
unit,Module
desade,"""Justine"" author, 1791"
enter,Reply to a knock
illbred,Unmannerly
talents,Biblical money
donor,Blood drive attendee
gts,Some sports cars
uno,Game with a discard pile
power,It's measured in watts
unused,Still in the original package
aisles,Market areas
rotates,Pivots
manner,Sort
daisy,1989 Oscar-winning title role for Jessica Tandy
sen,Capitol Hill V.I.P.: Abbr.
sows,Farm animals
mentors,Coaches
remedy,Fix
laval,Montreal suburb
tots,Wee bits o' whiskey
gusts,Short blasts
kosher,Legit
tweezer,Plucker's need
rerig,"Fix again, as masts"
brows,They may be raised (hmm ...)
doomed,Condemned
sal,Mule of song
chachas,Some ballroom dances
leaden,Hard to lift
wows,Bowls over
oyvey,"""Such mishegoss!"""
sheedy,Ally of the Brat Pack
kias,Rio and Sedona
deal,Word with a handshake
soys,Some beans
odets,"""Waiting for Lefty"" playwright"
inahole,Way behind on payments
taos,New Mexico town on the Santa Fe Trail
poles,Battery's + and -
ende,"""The Neverending Story"" writer"
espies,Spots
crier,Quaint news source
ness,Loch ___ monster
dts,Drunk's problem
crabs,Shelled critters
stalks,Straws
ideal,Paradigm
una,Actress O'Connor
luxor,Modern site of ancient Thebes
imit,Spurious: Abbr.
deed,Monopoly card
regale,Wine and dine
disco,Summer music
ten,Base ___
lever,"Crowbar, e.g."
reps,"Some elected officials, briefly"
repent,Evangelist's cry
toity,Hoity-___
berms,Highway noise barriers
per,Part of m.p.h.
defeat,Worst
inesse,Real
accrual,"Building of interest, maybe"
yeggs,Safecrackers
sly,Foxlike
hedges,Natural barriers between yards
inb,Having five sharps
arty,Painterish
knotts,"Don of ""The Andy Griffith Show"""
sorry,Brief apology
